"sku","fnsku","asin","product-name","condition","beginning-quantity","ending-quantity","received","returned","found","sold","removed","lost","disposed","other","discrepant-quantity"
"UY-P7UT-UMGN","X0011N2JX9","B009YDGJ68","Beetel M75N CLI Corded Phone (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FY-PRRR-9ISX","X0011N34AV","B07Q34C72T","Beetel F3-4G GSM Fixed Wireless Phone","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FS_elasticpajama(1-2)_new","X0011N8E7T","B07TP2PGBT","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (1-2 Years)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"36305","X0011N99T1","B00QWQ17PS","Prestige Omega Deluxe Granite Fry Pan, 240mm, Black (36305)","NewItem","0","0","0","1","0","-1","0","0","0","0","0"
"TD-V08C-5HAI","X0011N9ZGX","B07THVCKLR","First Smile Nappy Changing Mat/Sleeping Mats/Water Proof Bed Protector with Foam Cushioned for Baby, 4 Sheets (Multicolour, 3-6 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ZEB-2200-hmv","X0011NANEL","B07BMPM37T","Zebronics ZEB-2200hmv Headphone Headset Dual 3.5mm Jack with Mic| Padded Earcups","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Zeb-Thun-BT-Hd-Aux-Blu","X0011NARUV","B07L8JTZ4H","Zebronics Zeb-Thunder Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Built in FM, Call Function, 9Hrs* Playback time and Supports Micro SD Card (Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ZEB-S700-PEB-GRY","X0011NB69H","B00ABAIE84","Zebronics ZEB-S700 Pebble 2.0 Multimedia Speaker","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"99610","X0011NB6SD","B00QWQ6YOC","Prestige Gas Lighter, Silver","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"IQ-7T06-2XCQ","X0011NB6XD","B07GZNG93S","Zebronics Wired Headphone H-1001HMV","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"33-5GH4-3F8P","X0011NDNGV","B07R5Q2Y41","(Renewed) Honor 10 Lite (Sapphire Blue, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RM-X4IV-ZD4E","X0011NP40J","B07PFCFQBP","(Renewed) Nokia 8.1 (Blue, 4GB RAM, 64GB Storage) with Offer","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"pajama_2-2.5 Years","X0011NQQND","B07TYLSPM8","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor (Unisex Pack of 6) (2-2.5 Years)","NewItem","2","2","0","0","0","0","0","0","0","0","0"
"MU-C1PE-6T1E","X0011O0BID","B07R5W54M2","Realme 3 Pro (Nitro Blue, 6GB RAM, 128GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"W9-4QJU-2B7R","X0011O0FY3","B00XBXJIMO","BAJAJ VACCO®""Go-Ezzee"" Chapati/Roti/Khakhra Maker C-02 Wattage 900","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RW-Q6NY-VDZ4","X0011O7QBX","B07K5FQVSN","Raymond 0-Degree Men's Poly-Viscose Unstitched 1.2 m Trouser Fabric and Wallet (Bluish Grey, Free Size)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PI-SZ3R-TPQY","X0011OEXW3","B077PWJ8RX","Mi A2 (Red, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"4F-0U87-HJN4","X0011OFXQX","B07NNK5YHX","Beetel Fixed Wireless Phone F3-4G with Volte Support and WiFi Hotspot","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FS_elasticpajama(3-4)_new","X0011OJUL7","B07TMY2FX9","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (3-4 Years)","NewItem","3","3","0","0","0","0","0","0","0","0","0"
"FS_elasticpajama(2-3)_new","X0011OJVHZ","B07TLY2DTT","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (2-3 Years)","NewItem","2","2","0","0","0","0","0","0","0","0","0"
"CZ-V27C-VN9D","X0011OK1X3","B01IVNPTS0","Prestige Popular Aluminium Pressure Cooker, 1.5 litres, Silver","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FS_elasticpajama(0-3)_New","X0011OK76T","B07TP2CPK8","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (0-3 Months)","NewItem","3","3","0","0","0","0","0","0","0","0","0"
"41357","X0011OKJNP","B01MT79TEN","Prestige Racer 550-Watt Mixer Grinder - Racer with 1 Jar and 3 Lids (White/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"TS-F6XN-LCCE","X0011OL2RH","B07TGHPSXC","First Smile Nappy Changing/Sleeping Water Proof Bed Protector Mat with Foam Cushioned for Babies (Multicolour, 0-3 Months) -4 Sheets","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"40205","X0011OLTTX","B01KZVPZIU","Gst Royale Plus Schott Glasstop Gt03L Ai","NewItem","22","20","1","3","0","-4","-2","0","0","0","0"
"ZEB-SAGA-BLK","X0011OLWP9","B078TFVG28","Zebronics ZEB-SAGA Ultra Portable bluetooth wireless speaker with built in FM/ call function (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ZEB-SHELL-2-0-ORNG","X0011OM9ZV","B07G19KBH1","Zebronics Shell 2.0 Computer Multimedia Speaker (Orange)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ZEB-Roc-Smt-Pls-2-1","X0011OMERJ","B077727DDY","Zebronics Rock Smart Plus Speaker (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"40308","X0011OMGRH","B01KZVPZDU","Gst Royale Plus Schott Glasstop Gt04 Ai","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"0Y-R9S2-E8X7","X0011OP5O3","B07NJKK14C","(Renewed) Nokia 8 Sirocco Smartphone(6 GB/12MP/13MP Camera, Wide-angle Front Camera, Dual sight mode, Qualcomm Snapdragon, 4G/3G) - Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"VN-43RM-8KWS","X0011OPB5V","B07JKMNLYV","(Renewed) Nokia 2.1 (Blue-Copper)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"JG-AB7Q-F55B","X0011OQDHB","B07NPFWL93","(Renewed) Nokia 8.1 (Iron, 4GB RAM, 64GB Storage) with Offer","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OM-86XU-8QTT","X0011OQI0D","B07MZ64Q8H","(Renewed) Nokia 7.1_BL (Blue, 4GB, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"4N-G8H3-VR5D","X0011OUGF1","B07LF8Y3BW","Prestige Perfect Mixer Grinder, 750W, 3 Jars (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"U1-T9HT-NA3M","X0011P181V","B07QQLR62H","(Renewed) Nokia 6.1 Plus 4GB Ram 64GB ROM - Blue","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"0-3 months","X0011P1MRB","B07TYMYKNQ","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"V6-MV46-QCW5","X0011P6D07","B07MPPBJ7V","Beetel F2N Fixed Wireless Phone (Dual SIM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SD0111LWHGO0005","X0011PDN0Z","B07DJ9S2JW","Sparx Women's White Golden Sneakers SL_111-38","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX0421GTBSL0007","X0011PDNSR","B07HRHBNC3","Sparx Men SM-421 Turkey Blue Silver Sports Shoes","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX008BGWHNB0007","X0011PDSGJ","B00KG6VFK2","Sparx Men's White and Navy Blue Mesh Running Shoes - 7 UK (SM-08B)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"DK-DC3A-PGBA","X0011PGG63","B008P7IXAY","Morphy Richards SM3006(G) 750-Watt Grill Sandwich Toaster (Silver and Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"NJ-3GD6-NGWI","X0011PJPVB","B009ZBD0P2","Usha Maxx Air 400mm Wall Fan (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"9V-VDUO-CD93","X0011PMXOR","B07SYHGQ3T","Raymond 0-Degree Men's Poly-Viscose Unstitched Trouser Fabric and Wallet (Steel Grey, 1.2 m, Free Size)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"T1-UFH4-SXIR","X0011PW4ZP","B07RQQF78Q","(Renewed) Mi Redmi 6 (Gold, 3GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"QJ-1UX6-ECJS","X0011PW61R","B07N79BGN2","(Renewed) Xiaomi Redmi 6 with 13.84 Cm Display 3000 mAh Battery 3 GB RAM (Blue, 32 GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"DE-K13W-BO5E","X0011Q3IOZ","B07CHMRKSR","(Renewed) Motorola Moto E4 XT1760 (Iron Grey)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"pajama_6-12 Months","X0011QJETN","B07TWLRC6J","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor (Unisex Pack of 6) (6-12 Months)","NewItem","1","1","0","0","0","0","0","0","0","0","0"
"BT-LJLW-ZORR","X0011QQDGP","B07GZH7RDC","First Smile Newborn Baby Soft Bedding Mattress with Pillow. (Peach)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SD0111LWHGO0008","X0011QRVB1","B07DJB6STF","Sparx Women's White Golden Sneakers SL_111-41","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SD0111LWHGO0004","X0011QRW8D","B07D7SQF3V","Sparx Women's Sl-111 White Gold Casual Shoes","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"4L-YAFQ-X1BH","X0011QUFD7","B008P7IBLA","Morphy Richards Impresso 1-Litre Stainless Steel Electric Kettle","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"D6-JF3I-EUGJ","X0011QZYX3","B07SYHC5SD","Raymond 0-Degree Men's Poly-Viscose Unstitched 1.3 m Trouser Fabric and Wallet (Steel Grey, Free Size)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"3W-WA1W-2U5G","X0011R41DL","B07QZZRD4N","Realme 3 Pro (Nitro Blue, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"YH-BFWZ-2N0B","X0011RB0T9","B07MXKL8PT","(Renewed) Xiaomi Redmi 6 (Gold, 32 GB, 3 GB RAM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX9026GBKFG0007","X0011RBWZB","B072BMKFJG","Sparx Men SM-9026 Black Fluorescent Green Sports Shoes","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX0124LBKRD0008","X0011RBYEZ","B07HRF4PPY","Sparx Women's Black Red Running Shoes-8 UK (SX0124L_BKRD0008)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"NJ-MEYJ-4F6X","X0011RIBFP","B01M5F959F","Usha Misty 15-litres 2000-Watt 5 Star Storage Water Heater (Twinkling Grey)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"3-6 Months","X0011RYB0T","B07TYPN2CM","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (3-6 Months)","NewItem","3","3","0","0","0","0","0","0","0","0","0"
"6-12 Months","X0011RYUSH","B07TXPB4M8","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (6-12 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"1-1.5 Years","X0011RYUVT","B07TYLJGCN","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (1-1.5 Years)","NewItem","1","1","0","0","0","0","0","0","0","0","0"
"pajama_1-1.5 Years","X0011S100H","B07TYJM55M","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor (Unisex Pack of 6) (1-1.5 Years)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Fs_TrackPants_3-12_new","X0011S1GXX","B07TSDF3BJ","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (3-12 Months)","NewItem","2","2","0","0","0","0","0","0","0","0","0"
"SD0111LWHGO0007","X0011S9DXX","B07DJBPW1Y","Sparx Women's White Golden Sneakers SL_111-40","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Y2-WDU7-VAN6","X0011SIBRH","B07K5GF6J2","Raymond 0-Degree Men's Poly-Viscose Unstitched 1.3 m Trouser Fabric and Wallet (Bluish Grey, Free Size)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"D2-HOSF-KRXA","X0011ST3H9","B07N7MLFSH","(Renewed) Redmi 6 (Black, 32 GB) (3 GB RAM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HV-TYPC-NT5W","X0011ST4YV","B07T9FS479","(Renewed) Honor 10 Lite (Sky Blue, 6GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX0384GNBNB0007","X0011SU7HJ","B07H4FH1X8","Sparx Men N. Blue Running Shoes (SX0384G_NBNB0007)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8H-YWMX-GYOF","X0011T1PNN","B07BCFG893","Sunflame Diamond Glass Glass Top 3 Burner Gas Stove, Manual Ignition, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"C2-BDM6-0L9C","X0011T2OQP","B07NXHQZ71","Lava 34 Super (Black-Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"XA-S4WA-IUWN","X0011T6D0X","B07KLG3PZF","(Renewed) Redmi 6 Pro (Gold, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"J0-87WJ-N7NB","X0011T6MQN","B003XCNHF2","Prestige Popular Senior Deep Pan, 6 Litres","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"KO-PKFY-DZYG","X0011TKPFH","B07DJHWT5V","Xiaomi Mi A2 (Gold, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Z3-MGHI-Z1LG","X0011TQDQ7","B07MY21T4Y","(Renewed) Lava Z91 (Blue, 3GB RAM, 32GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8Y-I5JI-L9BI","X0011TQEP7","B07FRB9Y6N","(Renewed) Nokia 1 (1GB RAM, Warm Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SX0384GNBNB0008","X0011TRN61","B07H4H5FZF","Sparx Men SM-384 Navy Blue Sports Shoes","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SD0402GNBNB0009","X0011TROK1","B07H2Y54MF","Sparx Men's Navy Blue Loafers SM_402-43","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ML-8O1B-02LL","X0011TZLRJ","B07QQRLCB3","SUNFLAME GT Diamond 4B Gas Stove SS","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"1D-430H-NOBR","X0011UJMP5","B00A2FDNDY","Logitech H340 Wired USB Business Headset, Stereo Headphones with Noise-Cancelling Microphone, Digital Stereo Sound on VOIP, Skype and webinars, PC/Mac/Laptop - Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"53-T3G0-DHZY","X0011UNZUX","B07MXWPVT6","Tupperware MyLunch 2pc, 590ml","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"E4-Z6AH-3YCL","X0011URTNH","B07GS89P7H","Tupperware Aspiration's 215 Plastic Tumblers Set of 4 (12 Oz, Colour May Vary)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PJ-OZM5-5X1P","X0011URZLN","B009ZBD2QY","Usha Crisp Air 150mm Sweep Size, 175mm Duct Size Exhaust Fan (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"1M-8XHQ-U21C","X0011UUHQD","B01E8JXISO","Cello Max Fresh Click Steel Lunch Box Set, 300ml, Set of 2, Red","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OX-K699-IY8G","X0011UWE2N","B00F15AFPY","Bajaj 17 Litres Solo Microwave Oven with Mechanical Knob (1701 MT, White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8L-BKJP-QPF1","X0011V22Y7","B07N82VN77","tupperware. Plastic Classic 4 Containers Lunch Box Set (1580 ml)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"P1-53NC-O80C","X0011V23JL","B00G40E5YM","Tupperware Midi Magic Flow Container, 650ml (122),color may vary","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"JA-2DYN-KQW1","X0011V23QJ","B07GXR86T3","KVG Tupperware Executive Lunch Set with Insulated Bag, 4-Pieces","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"GG-2AFF-EQFJ","X0011V4CXV","B07RKTMSNC","(Renewed) Redmi 6 (Rose Gold, 3GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SD0402GNBNB0006","X0011V5MNZ","B07H2WS8VD","Sparx Men's Navy Blue Loafer -6 UK","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"AL-HLFP-PPAU","X0011VCQPH","B07RCV8WWX","Sunflame UNO Mixer Grinder 3 Jar (RED)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2X-BGU0-V6Y6","X0011VHGVB","B00QWQ0FEC","Prestige Nakshatra Alpha Stainless Steel Pressure Cooker, 5 Litres, Silver","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5K-PY9L-2N09","X0011VLMSJ","B07SBX5F1Y","Realme 3 Pro (Lightning Purple, 6GB RAM, 128GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"LE-EWBI-UFNV","X0011VVW6V","B00G7KZOLC","Logitech M557 Bluetooth Mouse – Wireless Mouse with 1 Year Battery Life, Side-to-Side Scrolling, and Right or Left Hand Use with Apple Mac or Microsoft Windows Computers and Laptops, Gray","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"VM-ODHJ-JQYC","X0011VVWDJ","B07GWJQ8HN","Logitech R500 Laser Presentation Remote Clicker with Dual Connectivity Bluetooth or USB for Powerpoint, Keynote, Google Slides, Wireless Presenter","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HFBSJP1001","X0011VXWBT","B07VBPF5QM","Mafatalal 100% Cotton Printed Double bedsheet with 2 Pillow Covers, Multicolor (HFBSJP1001)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2K-B7TD-X87U","X0011W3QUP","B07Q2DHQH1","Borosil Candy Pink Stainless Steel Kids Lunch Box For School, 300 ml, Set of 2, Pink","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"IP-ZN1M-XX52","X0011W7H4L","B07TF7YP17","Cello Maxfresh Estella Stainless Steel Lunch Box, 3Pcs, Maroon","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"UR-9UOB-0G04","X0011W7JSF","B07JCZM5NZ","Cello Estella Stainless Steel Lunch Box Set, 300ml, Set of 3, Blue","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"B3-QX6W-ZR6R","X0011WFUCR","B074W4RT14","Skybags Marshall 71 cms Polycarbonate Blue Hardsided Check-in Luggage (SKYBAGS Marshal STROLLY 69 360° MIB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"JA-O809-YF4U","X0011WFVY9","B00GQUV5WK","Tupperware Fridge Large Smart Box, 4.6 Litres (165),Multicolour","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"19-YKWG-D88W","X0011WI619","B07RLQC58Z","Realme 3 (Dynamic Black, 3GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2O-W74T-RSJE","X0011WLO1N","B07CRN4M43","Cello Ozone Plastic Water Bottle, 1 Litre, Set of 3, Assorted","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"B9-FQYB-EEPL","X0011WLV43","B00M2PDLGQ","AO Smith HSE-SES-15 15-Litre 2000-Watt Vertical Water Heater (Blue & White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"EV-N4GH-GA5Y","X0011WR40D","B07TRMD4GZ","(Renewed) Motorola Moto One (4/64 GB , Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"I7-FVII-H7TB","X0011WRA61","B07RY2BJ7T","(Renewed) Lava GEM (Gold + Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"1J-1YT2-XUEQ","X0011X170P","B07NQ96RPK","SUNFLAME GT Diamond 3B SS","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"YE-C2O3-F2TM","X0011X1GTR","B07JJJ1GXV","Sunflame Diamond Glass Top 2 Burner Gas Stove, Manual Ignition, Black/Silver","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OQ-QUK7-XJEP","X0011X1GX3","B07FDCJ83C","Sunflame Diamond Glass Top 4 Burner Gas Stove, Manual Ignition, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"B1-YCCD-CRLP","X0011X5ZSZ","B07J4FZCZM","(Renewed) Redmi 6 Pro (Black, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FB-IFOS-GJ21","X0011XAE7R","B00B4BBKDA","Havells Pacer 1400mm Ceiling Fan (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"64-8HH1-AEUL","X0011XF6DJ","B079FRBPGR","(Renewed) Moto G5S (Lunar Grey)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RV-R4F6-AE9Y","X0011XF6ST","B016XVRKZM","APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"67-QVXY-OW9A","X0011XF7ZV","B07NH9TZGF","(Renewed) Moto One Power (P30) Note (4+64GB) Black (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"31-MDG2-5EK4","X0011XL6BP","B01M35CNS8","Logitech C922 Pro Stream Webcam, HD 1080p/30fps or HD 720p/60fps Hyperfast Streaming, Stereo Audio, HD Light Correction, Autofocus, for YouTube, Twitch, XSplit, PC/Mac/Laptop/MacBook/Tablet - Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"3X-7H39-FFP6","X0011XVVBP","B06XNRZR9J","Cello Max Fresh Regent 3 Container Lunch Box with Bag, Red","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2Q-7CJ3-9XU1","X0011XW5M9","B07M6F7RSQ","Borosil Aadvay Enterprises Carry Fresh Stainless Steel Insulated Lunch Box Set (Blue, 280 ml) -Set of 2","NewItem","0","2","9","0","0","-7","0","0","0","0","0"
"6M-2OJF-3LLY","X0011XY7K7","B07DCTWKVH","Bajaj Calenta Digi Storage 15-Litre Vertical Water (Brown/White)","NewItem","5","6","1","0","0","0","0","0","0","0","0"
"EF-7NI1-6JG2","X0011Y384H","B01N2NMGP2","Tupperware Spice It Container","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FO-S93P-YPP0","X0011Y3KR7","B075PY32WR","Tupperware Plastic Multi Cookware (Peach)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"V6-NLO3-1X5P","X0011Y3LET","B00GQUV3FE","Tupperware Fridge Smart Small Box, 1 Litre (163),Multicolor","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"W0-4FTB-M818","X0011Y3MN9","B00JM71LGE","Tupperware Multi Cook Set, 3.3 Litres (141)Blue","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5E-L9UX-FG6W","X0011YEJJP","B00J5DY338","Havells Leganza 3 Blade 1200mm Ceiling Fan (Bronze Gold)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"S7-07KC-L5LP","X0011YEJYZ","B01N7YXEEW","Prestige PIC 23.0 2000-Watt Induction Cooktop (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"6O-O4WL-EKT2","X0011Z65AP","B00PQ65F7Q","Transparent Home Kitchen Borosil Klip N Store Microwavable Containers, 400 ml, Set of 3 with Lunch Bag","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"0B-E6ZY-GXG0","X0011Z9SDL","B07L12RZXL","Prestige Induction Cooktop PIC 6.1 V3","NewItem","106","106","0","0","0","0","0","0","0","0","0"
"T1-4A9O-R74H","X0011ZBRAD","B072KZ373J","Bajaj 20 Litres Grill Microwave Oven with Mechanical Knob (MTBX 2016, Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CV-TKT7-6P8Q","X0011ZBWG7","B009P2KOSC","Bajaj Majesty 2800 TMCSS 28-Litre Oven Toaster Grill (Silver)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"IW-V299-CN6H","X0011ZEMTV","B002RL8X90","Prestige Popular Aluminium Pressure Cooker, 2 Litres, Silver","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"N5-PUPB-VX9D","X0011ZGH17","B07QYT3STS","(Renewed) Nokia 8.1 (Iron, 6GB RAM, 128GB Storage) Without Offer","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"GT-5TI2-CEDG","X0011ZHIEH","B076CBR2MR","Skybags Mint 67 cms Polycarbonate Graphite Hardsided Check-in Luggage","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"6O-ERB7-RGKD","X0011ZHPIV","B00GQUUKRQ","Tupperware Mega Magic Plastic Flow, 1.1 litres, Multicolor","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SE-29WB-QH1T","X0011ZMP6D","B07RMJLV3M","Redmi Note 7 Pro (Nebula Red, 128GB, 6GB RAM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"XD-YDFA-SJWF","X0011ZVJ6F","B07J648Z22","(Renewed) Mi A2 (Gold, 64GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HI-1NPU-4MWB","X0011ZVM1H","B07V9H4DQ9","(Renewed) Redmi Note 7 Pro (Space Black, 128GB, 6GB RAM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"G6-2FWO-0ZHS","X0011ZY0BB","B06XWDPC2F","Sony MDR-XB510AS Wired Sports in-Ear Splashproof Headphones with Tangle Free Cable, 3.5mm Jack, Headset with Mic for Phone Calls and 1 Year Warranty - (Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"F2-L1Y1-C0N1","X0011ZYWKZ","B07Q5ZWF5N","carvaan go Saregama Carvaan Go - 3000 Pre-Loaded Retro Hindi Songs (Quick Silver)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8H-7O1G-SX68","X001206FEZ","B07R331HPS","(Renewed) Micromax X1i2017 (Grey)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"6D-5170-1EGU","X001206ZNB","B07NGNWWCK","(Renewed) Micromax X1i-2017 (Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5A-2XRU-0V15","X00120B2HZ","B0756ZBZ5P","Samsung Galaxy A8+ (Black, 6GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
